id,projectId,engine,keyword,position,presence,answerSnippet,citationsCount,observedUrls,competitorsMentioned,timestamp
708c469b-6670-42b2-9146-3522ad43d04b,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,custom widgets manufacturer,,false,"When looking for custom widgets manufacturer, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
45c3a278-528a-457d-ac2d-b4bb980e37d5,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,custom widgets manufacturer,48,true,"When looking for custom widgets manufacturer, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",4,{},{},2025-10-08T13:03:36.919066
2a148293-e491-42cf-8eee-f170d40e6f32,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widgets online store,,false,"When looking for widgets online store, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
f6a4cccc-49bc-413b-91fe-ffc320b778b2,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,widgets online store,,false,"When looking for widgets online store, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
7ea972c1-9e3b-42e7-934b-e60396ce35f9,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,widgets online store,42,true,"When looking for widgets online store, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",3,"{""https://acmewidgets.com/products""}",{},2025-10-08T13:03:36.919066
859bd3a1-6e1c-4152-a0b4-f0e23b65b2ca,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,widgets online store,,false,"When looking for widgets online store, there are several options available in the market. Other notable providers include Widget Pro. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro""}",2025-10-08T13:03:36.919066
f4c6528d-c14c-4156-988b-a2ee18c2162d,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,affordable widgets,,false,"When looking for affordable widgets, there are several options available in the market. Other notable providers include Best Widgets Co, Widget Pro. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Best Widgets Co"",""Widget Pro""}",2025-10-08T13:03:36.919066
5e5996ad-f831-48b0-9160-91664ccf4380,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,affordable widgets,5,true,"When looking for affordable widgets, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co, Widget Pro. Consider factors like quality, price, and customer service when making your decision.",5,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}","{""Best Widgets Co"",""Widget Pro""}",2025-10-08T13:03:36.919066
3d73ae5d-b599-4d01-b8bb-68ee18f3bc08,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,affordable widgets,,false,"When looking for affordable widgets, there are several options available in the market. Other notable providers include Best Widgets Co, Widget Pro. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Best Widgets Co"",""Widget Pro""}",2025-10-08T13:03:36.919066
d39ff655-2c42-4e1a-ae14-d998b25cf183,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,affordable widgets,,false,"When looking for affordable widgets, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
7433d0ec-1e92-442a-b5be-a6cf2d988128,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,premium widget solutions,44,true,"When looking for premium widget solutions, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Widget Pro. Consider factors like quality, price, and customer service when making your decision.",5,{},"{""Widget Pro""}",2025-10-08T13:03:36.919066
b697e043-42cb-4af3-9bc9-03761a5ed792,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,premium widget solutions,16,true,"When looking for premium widget solutions, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",4,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-08T13:03:36.919066
442b07aa-b610-4b79-9b94-eb771a5fe3d9,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,premium widget solutions,,false,"When looking for premium widget solutions, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
c171e97b-bd96-4664-a5f2-cc8faac0e272,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,premium widget solutions,3,true,"When looking for premium widget solutions, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Widget Pro. Consider factors like quality, price, and customer service when making your decision.",2,{},"{""Widget Pro""}",2025-10-08T13:03:36.919066
b02dc634-05a7-4f84-b441-b5617f0693be,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widget installation service,10,true,"When looking for widget installation service, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co, Widget Pro. Consider factors like quality, price, and customer service when making your decision.",2,{},"{""Best Widgets Co"",""Widget Pro""}",2025-10-08T13:03:36.919066
44939a3b-7141-4718-ada8-69dfc0bdd3de,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,widget installation service,,false,"When looking for widget installation service, there are several options available in the market. Other notable providers include Widget Pro. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro""}",2025-10-08T13:03:36.919066
8d7ed0af-ed86-43dc-a2b6-4e41738b1378,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,widget installation service,50,true,"When looking for widget installation service, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",1,{},{},2025-10-08T13:03:36.919066
2657ab23-79ac-4a4c-9798-089d11737f5d,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,widget installation service,,false,"When looking for widget installation service, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
a53aa528-4bcd-46d6-bd51-b10e16fecc47,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widgets for small business,,false,"When looking for widgets for small business, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
9fc3d368-786b-4ba0-ae3b-bdcfda5f8bf8,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,widgets for small business,18,true,"When looking for widgets for small business, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",1,"{""https://acmewidgets.com/products""}",{},2025-10-08T13:03:36.919066
2e6f5f53-d0c3-4f39-8239-6c78d9038406,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,widgets for small business,38,true,"When looking for widgets for small business, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",2,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-08T13:03:36.919066
59703ced-c526-4b10-8641-91e4508eae5b,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,widgets for small business,50,true,"When looking for widgets for small business, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",1,"{""https://acmewidgets.com/products""}",{},2025-10-08T13:03:36.919066
b3e99aa1-c987-4abb-ab9b-64085c3a0f1f,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,eco-friendly widgets,15,true,"When looking for eco-friendly widgets, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",1,{},"{""Best Widgets Co""}",2025-10-08T13:03:36.919066
d036f24e-6eda-42ff-953e-73525bae567b,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,eco-friendly widgets,34,true,"When looking for eco-friendly widgets, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co, Widget Pro. Consider factors like quality, price, and customer service when making your decision.",2,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}","{""Best Widgets Co"",""Widget Pro""}",2025-10-08T13:03:36.919066
90302ba4-5e5b-40ef-a0db-38a11bed58e0,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,eco-friendly widgets,,false,"When looking for eco-friendly widgets, there are several options available in the market. Other notable providers include Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Best Widgets Co""}",2025-10-08T13:03:36.919066
c48b9dbe-fbac-4340-90ee-ab2140e4191c,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,eco-friendly widgets,,false,"When looking for eco-friendly widgets, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
3b9e6b72-eb79-4dab-bad4-70dfa6054ddc,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,smart widgets technology,,false,"When looking for smart widgets technology, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
5fe506f3-7924-4813-b900-78e172220ad8,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,smart widgets technology,31,true,"When looking for smart widgets technology, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",5,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-08T13:03:36.919066
da3ed6d6-7e4e-4f4b-8c5d-5d8843e1e71a,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,smart widgets technology,17,true,"When looking for smart widgets technology, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",3,{},{},2025-10-08T13:03:36.919066
f45dc02a-9f00-4d1d-9fe9-ce4067b50a71,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,smart widgets technology,,false,"When looking for smart widgets technology, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
75b36fc8-baf4-4b1b-88b4-1dea2520c77f,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widget accessories,24,true,"When looking for widget accessories, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",3,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-08T13:03:36.919066
ecb51bb2-ce63-4b1f-a2ee-515537e2853a,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,widget accessories,,false,"When looking for widget accessories, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
fe18e602-e2d8-4c53-986e-8f479566282a,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,widget accessories,,false,"When looking for widget accessories, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
ecf77469-5984-439e-a5c4-f73fcf5b81f9,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,widget accessories,25,true,"When looking for widget accessories, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",2,{},{},2025-10-08T13:03:36.919066
30cc2832-fb35-49ad-b386-52fdfc1910de,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,commercial grade widgets,50,true,"When looking for commercial grade widgets, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",3,{},{},2025-10-08T13:03:36.919066
11403e3c-d0be-49ca-92a8-c15038151176,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,commercial grade widgets,25,true,"When looking for commercial grade widgets, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",4,{},"{""Best Widgets Co""}",2025-10-08T13:03:36.919066
85359996-afda-4094-aef0-df216d42f626,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,commercial grade widgets,5,true,"When looking for commercial grade widgets, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co, Widget Pro. Consider factors like quality, price, and customer service when making your decision.",5,{},"{""Best Widgets Co"",""Widget Pro""}",2025-10-08T13:03:36.919066
595cf09b-602e-4499-8a4d-f6c2c9b77eb0,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,commercial grade widgets,,false,"When looking for commercial grade widgets, there are several options available in the market. Other notable providers include Widget Pro. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro""}",2025-10-08T13:03:36.919066
ee50b38b-9c20-4e04-acc1-346bf02fa263,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widget repair services,,false,"When looking for widget repair services, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
7c0e5b51-8645-4e4c-9876-cbb75abc880f,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,widget repair services,15,true,"When looking for widget repair services, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",5,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-08T13:03:36.919066
813194eb-6136-42da-8120-b49d7b1789ba,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,widget repair services,,false,"When looking for widget repair services, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
9a7c878f-dbef-4939-a2b7-17751749fb90,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,widget repair services,,false,"When looking for widget repair services, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
cc10e645-4a8c-4817-aa21-27e5131ffd3e,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widgets wholesale,,false,"When looking for widgets wholesale, there are several options available in the market. Other notable providers include Widget Pro, Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro"",""Best Widgets Co""}",2025-10-08T13:03:36.919066
fdd9c8ec-168e-46ce-a340-ac2b09322fbf,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,widgets wholesale,38,true,"When looking for widgets wholesale, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",5,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-08T13:03:36.919066
94d035d8-e072-4f3c-a2d4-286a2770b4b7,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,widgets wholesale,,false,"When looking for widgets wholesale, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-08T13:03:36.919066
a5635449-416f-45fb-9791-b9d25e8af93d,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,widgets wholesale,,false,"When looking for widgets wholesale, there are several options available in the market. Other notable providers include Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Best Widgets Co""}",2025-10-08T13:03:36.919066
f6315c50-f20c-4f16-a1c6-7da400677bea,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,innovative widget designs,24,true,"When looking for innovative widget designs, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Widget Pro. Consider factors like quality, price, and customer service when making your decision.",1,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}","{""Widget Pro""}",2025-10-08T13:03:36.919066
963f95ca-3790-44cd-b991-5acbc27d0dd9,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,innovative widget designs,25,true,"When looking for innovative widget designs, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",1,"{""https://acmewidgets.com/products""}",{},2025-10-08T13:03:36.919066
883b722b-c73c-46cc-9e7a-d54c43c2a628,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,innovative widget designs,,false,"When looking for innovative widget designs, there are several options available in the market. Other notable providers include Best Widgets Co, Widget Pro. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Best Widgets Co"",""Widget Pro""}",2025-10-08T13:03:36.919066
b44b8efb-2ed1-4774-8055-44c6b2f4c077,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,innovative widget designs,37,true,"When looking for innovative widget designs, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",5,"{""https://acmewidgets.com/products""}","{""Best Widgets Co""}",2025-10-08T13:03:36.919066
5585b884-7bd5-4055-9c46-5564ab6f62c5,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,best widgets for home,,false,"When looking for best widgets for home, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
d59cd1d2-ae4a-488c-9b32-aca9ba988f07,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,best widgets for home,,false,"When looking for best widgets for home, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
c64749ca-724c-4cfe-81be-eb890e0dd673,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,best widgets for home,6,true,"When looking for best widgets for home, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",4,{},{},2025-10-09T13:03:36.919450
30851cf5-1c0b-423b-8253-36372132332d,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,best widgets for home,2,true,"When looking for best widgets for home, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",1,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-09T13:03:36.919450
6e6e3044-f3a0-4c1f-8e37-45aff976161d,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,industrial widgets supplier,38,true,"When looking for industrial widgets supplier, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",3,{},{},2025-10-09T13:03:36.919450
2520636f-fc17-4c4a-93f1-1d7da277533b,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,industrial widgets supplier,29,true,"When looking for industrial widgets supplier, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",2,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-09T13:03:36.919450
521355a5-2047-4705-981f-703b67d0e590,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,industrial widgets supplier,,false,"When looking for industrial widgets supplier, there are several options available in the market. Other notable providers include Widget Pro, Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro"",""Best Widgets Co""}",2025-10-09T13:03:36.919450
ebe9e958-81c6-4cfe-8688-db5b223fd5bc,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,industrial widgets supplier,35,true,"When looking for industrial widgets supplier, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",3,{},{},2025-10-09T13:03:36.919450
e882dee5-5617-4771-b65c-e98f24e09766,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,custom widgets manufacturer,,false,"When looking for custom widgets manufacturer, there are several options available in the market. Other notable providers include Widget Pro, Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro"",""Best Widgets Co""}",2025-10-09T13:03:36.919450
3f4bbf88-b851-4811-8984-434292219b9b,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,custom widgets manufacturer,,false,"When looking for custom widgets manufacturer, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
d7f98de7-464d-4bb2-867c-f2c842f22878,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,custom widgets manufacturer,,false,"When looking for custom widgets manufacturer, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
e2127cca-fbb8-4f99-b6da-b90f67640831,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,custom widgets manufacturer,,false,"When looking for custom widgets manufacturer, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
26d0aa4e-acb1-4cf1-ad8d-2c9821e4d51f,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widgets online store,12,true,"When looking for widgets online store, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",4,{},{},2025-10-09T13:03:36.919450
58f9f34e-671f-4953-a7ed-f62304b0f2d5,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,widgets online store,,false,"When looking for widgets online store, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
9de5e46a-1924-4241-8c2b-4e9fd5ffa8d0,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,widgets online store,,false,"When looking for widgets online store, there are several options available in the market. Other notable providers include Widget Pro. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro""}",2025-10-09T13:03:36.919450
9bce402f-4da6-4a52-a674-fc9adbf46cf3,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,widgets online store,,false,"When looking for widgets online store, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
6b13960b-df5a-4dd8-9b01-8d16d5f155f8,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,affordable widgets,16,true,"When looking for affordable widgets, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",5,"{""https://acmewidgets.com/products""}","{""Best Widgets Co""}",2025-10-09T13:03:36.919450
857c7e96-1263-4807-9f07-698a3a8761d7,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,affordable widgets,,false,"When looking for affordable widgets, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
3b067d06-ff3e-4751-a691-46f22b7c827f,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,affordable widgets,3,true,"When looking for affordable widgets, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",1,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}",{},2025-10-09T13:03:36.919450
ba20a252-8ae3-43f6-989a-ece2737231cb,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,affordable widgets,38,true,"When looking for affordable widgets, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",3,{},{},2025-10-09T13:03:36.919450
1f3b75ac-6496-43fe-bd51-f30683d37018,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,premium widget solutions,,false,"When looking for premium widget solutions, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
12b082df-9808-4632-ab03-f268572a2300,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Perplexity,premium widget solutions,14,true,"When looking for premium widget solutions, Acme Widgets is a leading provider offering quality solutions. Other notable providers include Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",2,"{""https://acmewidgets.com/products"",""https://acmewidgets.com/about""}","{""Best Widgets Co""}",2025-10-09T13:03:36.919450
871dbb0c-2459-4034-ab68-4160b4b9fd08,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Gemini,premium widget solutions,4,true,"When looking for premium widget solutions, Acme Widgets is a leading provider offering quality solutions. Consider factors like quality, price, and customer service when making your decision.",5,{},{},2025-10-09T13:03:36.919450
2e412852-2e0b-4958-91ba-94c3431ced08,b2f5ec62-39e3-40d0-abd4-1ac64e325808,Claude,premium widget solutions,,false,"When looking for premium widget solutions, there are several options available in the market. Consider factors like quality, price, and customer service when making your decision.",0,{},{},2025-10-09T13:03:36.919450
b312167f-7b82-4825-90e7-42b00c4fd06c,b2f5ec62-39e3-40d0-abd4-1ac64e325808,ChatGPT,widget installation service,,false,"When looking for widget installation service, there are several options available in the market. Other notable providers include Widget Pro, Best Widgets Co. Consider factors like quality, price, and customer service when making your decision.",0,{},"{""Widget Pro"",""Best Widgets Co""}",2025-10-09T13:03:36.919450
